,index,start,end,meas,std,flag,start_date,end_date
0,0,0.0,0.041667,,99999.9999,0.682,2020-01-01 00:00:00.000000,2020-01-01 01:00:00.028800
1,1,0.041667,0.083333,528.626813,26.6329,0.0,2020-01-01 01:00:00.028800,2020-01-01 01:59:59.971200
2,2,0.083333,0.125,512.269449,27.3873,0.0,2020-01-01 01:59:59.971200,2020-01-01 03:00:00.000000
3,3,0.125,0.166667,506.698484,26.3492,0.0,2020-01-01 03:00:00.000000,2020-01-01 04:00:00.028800
4,4,0.166667,0.208333,505.526689,27.0562,0.0,2020-01-01 04:00:00.028800,2020-01-01 04:59:59.971200
5,5,0.208333,0.25,501.16098,28.5535,0.0,2020-01-01 04:59:59.971200,2020-01-01 06:00:00.000000
6,6,0.25,0.291667,496.969945,26.0162,0.0,2020-01-01 06:00:00.000000,2020-01-01 07:00:00.028800
7,7,0.291667,0.333333,496.545763,25.3648,0.0,2020-01-01 07:00:00.028800,2020-01-01 07:59:59.971200
8,8,0.333333,0.375,501.9313,24.7722,0.0,2020-01-01 07:59:59.971200,2020-01-01 09:00:00.000000
9,9,0.375,0.416667,509.700246,28.2004,0.0,2020-01-01 09:00:00.000000,2020-01-01 10:00:00.028800
10,10,0.416667,0.458333,522.291091,29.3185,0.0,2020-01-01 10:00:00.028800,2020-01-01 10:59:59.971200
11,11,0.458333,0.5,541.216064,27.1033,0.0,2020-01-01 10:59:59.971200,2020-01-01 12:00:00.000000
12,12,0.5,0.541667,,99999.9999,0.682,2020-01-01 12:00:00.000000,2020-01-01 13:00:00.028800
13,13,0.541667,0.583333,,99999.9999,0.682,2020-01-01 13:00:00.028800,2020-01-01 13:59:59.971200
14,14,0.583333,0.625,544.149604,27.1078,0.0,2020-01-01 13:59:59.971200,2020-01-01 15:00:00.000000
15,15,0.625,0.666667,537.670449,31.5821,0.0,2020-01-01 15:00:00.000000,2020-01-01 16:00:00.028800
16,16,0.666667,0.708333,,99999.9999,0.682,2020-01-01 16:00:00.028800,2020-01-01 16:59:59.971200
17,17,0.708333,0.75,548.478851,25.1011,0.0,2020-01-01 16:59:59.971200,2020-01-01 18:00:00.000000
18,18,0.75,0.791667,544.198881,26.5026,0.0,2020-01-01 18:00:00.000000,2020-01-01 19:00:00.028800
19,19,0.791667,0.833333,552.315836,25.4079,0.0,2020-01-01 19:00:00.028800,2020-01-01 19:59:59.971200
20,20,0.833333,0.875,562.708901,25.7583,0.0,2020-01-01 19:59:59.971200,2020-01-01 21:00:00.000000
21,21,0.875,0.916667,573.031548,27.7118,0.0,2020-01-01 21:00:00.000000,2020-01-01 22:00:00.028800
22,22,0.916667,0.958333,575.671685,25.6524,0.0,2020-01-01 22:00:00.028800,2020-01-01 22:59:59.971200
23,23,0.958333,1.0,573.694689,26.0956,0.0,2020-01-01 22:59:59.971200,2020-01-02 00:00:00.000000
24,24,1.0,1.041667,567.183724,25.7473,0.0,2020-01-02 00:00:00.000000,2020-01-02 01:00:00.028800
25,25,1.041667,1.083333,,99999.9999,0.682,2020-01-02 01:00:00.028800,2020-01-02 01:59:59.971200
26,26,1.083333,1.125,,99999.9999,0.682,2020-01-02 01:59:59.971200,2020-01-02 03:00:00.000000
27,27,1.125,1.166667,523.884133,26.3634,0.0,2020-01-02 03:00:00.000000,2020-01-02 04:00:00.028800
28,28,1.166667,1.208333,515.576742,26.3578,0.0,2020-01-02 04:00:00.028800,2020-01-02 04:59:59.971200
29,29,1.208333,1.25,513.871499,29.9135,0.0,2020-01-02 04:59:59.971200,2020-01-02 06:00:00.000000
30,30,1.25,1.291667,507.261287,26.6025,0.0,2020-01-02 06:00:00.000000,2020-01-02 07:00:00.028800
31,31,1.291667,1.333333,495.850575,27.2409,0.0,2020-01-02 07:00:00.028800,2020-01-02 07:59:59.971200
32,32,1.333333,1.375,491.110351,24.3946,0.0,2020-01-02 07:59:59.971200,2020-01-02 09:00:00.000000
33,33,1.375,1.416667,476.275734,25.3471,0.0,2020-01-02 09:00:00.000000,2020-01-02 10:00:00.028800
34,34,1.416667,1.458333,457.206428,27.1332,0.0,2020-01-02 10:00:00.028800,2020-01-02 10:59:59.971200
35,35,1.458333,1.5,,99999.9999,0.682,2020-01-02 10:59:59.971200,2020-01-02 12:00:00.000000
36,36,1.5,1.541667,425.933863,28.3568,0.0,2020-01-02 12:00:00.000000,2020-01-02 13:00:00.028800
37,37,1.541667,1.583333,412.816761,25.4053,0.0,2020-01-02 13:00:00.028800,2020-01-02 13:59:59.971200
38,38,1.583333,1.625,,99999.9999,0.682,2020-01-02 13:59:59.971200,2020-01-02 15:00:00.000000
39,39,1.625,1.666667,,99999.9999,0.682,2020-01-02 15:00:00.000000,2020-01-02 16:00:00.028800
40,40,1.666667,1.708333,406.239182,25.6152,0.0,2020-01-02 16:00:00.028800,2020-01-02 16:59:59.971200
41,41,1.708333,1.75,398.108991,26.6935,0.0,2020-01-02 16:59:59.971200,2020-01-02 18:00:00.000000
42,42,1.75,1.791667,402.331098,27.0919,0.0,2020-01-02 18:00:00.000000,2020-01-02 19:00:00.028800
43,43,1.791667,1.833333,409.171767,28.3096,0.0,2020-01-02 19:00:00.028800,2020-01-02 19:59:59.971200
44,44,1.833333,1.875,415.00471,25.4083,0.0,2020-01-02 19:59:59.971200,2020-01-02 21:00:00.000000
45,45,1.875,1.916667,425.300678,26.4579,0.0,2020-01-02 21:00:00.000000,2020-01-02 22:00:00.028800
46,46,1.916667,1.958333,432.070827,25.624,0.0,2020-01-02 22:00:00.028800,2020-01-02 22:59:59.971200
47,47,1.958333,2.0,438.873623,24.8676,0.0,2020-01-02 22:59:59.971200,2020-01-03 00:00:00.000000
48,48,2.0,2.041667,449.158616,28.2391,0.0,2020-01-03 00:00:00.000000,2020-01-03 01:00:00.028800
49,49,2.041667,2.083333,457.370316,24.9916,0.0,2020-01-03 01:00:00.028800,2020-01-03 01:59:59.971200
50,50,2.083333,2.125,459.530396,25.8081,0.0,2020-01-03 01:59:59.971200,2020-01-03 03:00:00.000000
51,51,2.125,2.166667,,99999.9999,0.682,2020-01-03 03:00:00.000000,2020-01-03 04:00:00.028800
52,52,2.166667,2.208333,451.721074,25.5116,0.0,2020-01-03 04:00:00.028800,2020-01-03 04:59:59.971200
53,53,2.208333,2.25,437.702537,25.7066,0.0,2020-01-03 04:59:59.971200,2020-01-03 06:00:00.000000
54,54,2.25,2.291667,,99999.9999,0.682,2020-01-03 06:00:00.000000,2020-01-03 07:00:00.028800
55,55,2.291667,2.333333,,99999.9999,0.682,2020-01-03 07:00:00.028800,2020-01-03 07:59:59.971200
56,56,2.333333,2.375,424.060974,26.6006,0.0,2020-01-03 07:59:59.971200,2020-01-03 09:00:00.000000
57,57,2.375,2.416667,423.299162,25.8414,0.0,2020-01-03 09:00:00.000000,2020-01-03 10:00:00.028800
58,58,2.416667,2.458333,423.971507,24.9933,0.0,2020-01-03 10:00:00.028800,2020-01-03 10:59:59.971200
59,59,2.458333,2.5,428.396441,27.292,0.0,2020-01-03 10:59:59.971200,2020-01-03 12:00:00.000000
60,60,2.5,2.541667,433.12572,26.2218,0.0,2020-01-03 12:00:00.000000,2020-01-03 13:00:00.028800
61,61,2.541667,2.583333,439.227312,25.3441,0.0,2020-01-03 13:00:00.028800,2020-01-03 13:59:59.971200
62,62,2.583333,2.625,443.70479,26.1137,0.0,2020-01-03 13:59:59.971200,2020-01-03 15:00:00.000000
63,63,2.625,2.666667,446.890912,26.2494,0.0,2020-01-03 15:00:00.000000,2020-01-03 16:00:00.028800
64,64,2.666667,2.708333,,99999.9999,0.682,2020-01-03 16:00:00.028800,2020-01-03 16:59:59.971200
65,65,2.708333,2.75,433.019941,26.076,0.0,2020-01-03 16:59:59.971200,2020-01-03 18:00:00.000000
66,66,2.75,2.791667,417.386025,27.9692,0.0,2020-01-03 18:00:00.000000,2020-01-03 19:00:00.028800
67,67,2.791667,2.833333,409.754221,27.6093,0.0,2020-01-03 19:00:00.028800,2020-01-03 19:59:59.971200
68,68,2.833333,2.875,407.121715,26.6448,0.0,2020-01-03 19:59:59.971200,2020-01-03 21:00:00.000000
69,69,2.875,2.916667,405.796943,28.2827,0.0,2020-01-03 21:00:00.000000,2020-01-03 22:00:00.028800
70,70,2.916667,2.958333,403.154967,25.0103,0.0,2020-01-03 22:00:00.028800,2020-01-03 22:59:59.971200
71,71,2.958333,3.0,407.328192,25.2703,0.0,2020-01-03 22:59:59.971200,2020-01-04 00:00:00.000000
72,72,3.0,3.041667,413.562422,26.6826,0.0,2020-01-04 00:00:00.000000,2020-01-04 01:00:00.028800
73,73,3.041667,3.083333,,99999.9999,0.682,2020-01-04 01:00:00.028800,2020-01-04 01:59:59.971200
74,74,3.083333,3.125,,99999.9999,0.682,2020-01-04 01:59:59.971200,2020-01-04 03:00:00.000000
75,75,3.125,3.166667,423.780885,26.2671,0.0,2020-01-04 03:00:00.000000,2020-01-04 04:00:00.028800
76,76,3.166667,3.208333,427.314074,30.493,0.0,2020-01-04 04:00:00.028800,2020-01-04 04:59:59.971200
77,77,3.208333,3.25,,99999.9999,0.682,2020-01-04 04:59:59.971200,2020-01-04 06:00:00.000000
78,78,3.25,3.291667,433.88914,26.9252,0.0,2020-01-04 06:00:00.000000,2020-01-04 07:00:00.028800
79,79,3.291667,3.333333,430.039934,27.4981,0.0,2020-01-04 07:00:00.028800,2020-01-04 07:59:59.971200
80,80,3.333333,3.375,436.41571,27.8394,0.0,2020-01-04 07:59:59.971200,2020-01-04 09:00:00.000000
81,81,3.375,3.416667,447.174466,25.2415,0.0,2020-01-04 09:00:00.000000,2020-01-04 10:00:00.028800
82,82,3.416667,3.458333,455.170715,27.0159,0.0,2020-01-04 10:00:00.028800,2020-01-04 10:59:59.971200
83,83,3.458333,3.5,460.581661,28.4958,0.0,2020-01-04 10:59:59.971200,2020-01-04 12:00:00.000000
84,84,3.5,3.541667,468.122746,26.1702,0.0,2020-01-04 12:00:00.000000,2020-01-04 13:00:00.028800
85,85,3.541667,3.583333,474.943639,26.7619,0.0,2020-01-04 13:00:00.028800,2020-01-04 13:59:59.971200
86,86,3.583333,3.625,478.902511,34.158,0.0,2020-01-04 13:59:59.971200,2020-01-04 15:00:00.000000
87,87,3.625,3.666667,482.99791,28.3848,0.0,2020-01-04 15:00:00.000000,2020-01-04 16:00:00.028800
88,88,3.666667,3.708333,490.993016,26.2966,0.0,2020-01-04 16:00:00.028800,2020-01-04 16:59:59.971200
89,89,3.708333,3.75,,99999.9999,0.682,2020-01-04 16:59:59.971200,2020-01-04 18:00:00.000000
90,90,3.75,3.791667,,99999.9999,0.682,2020-01-04 18:00:00.000000,2020-01-04 19:00:00.028800
91,91,3.791667,3.833333,478.537394,30.3949,0.0,2020-01-04 19:00:00.028800,2020-01-04 19:59:59.971200
92,92,3.833333,3.875,473.985512,25.4079,0.0,2020-01-04 19:59:59.971200,2020-01-04 21:00:00.000000
93,93,3.875,3.916667,,99999.9999,0.682,2020-01-04 21:00:00.000000,2020-01-04 22:00:00.028800
94,94,3.916667,3.958333,479.727412,27.193,0.0,2020-01-04 22:00:00.028800,2020-01-04 22:59:59.971200
95,95,3.958333,4.0,470.835885,25.8249,0.0,2020-01-04 22:59:59.971200,2020-01-05 00:00:00.000000
96,96,4.0,4.041667,479.957997,24.1181,0.0,2020-01-05 00:00:00.000000,2020-01-05 01:00:00.028800
97,97,4.041667,4.083333,487.180616,27.9537,0.0,2020-01-05 01:00:00.028800,2020-01-05 01:59:59.971200
98,98,4.083333,4.125,496.195796,25.0036,0.0,2020-01-05 01:59:59.971200,2020-01-05 03:00:00.000000
99,99,4.125,4.166667,502.915388,27.3859,0.0,2020-01-05 03:00:00.000000,2020-01-05 04:00:00.028800
100,100,4.166667,4.208333,508.973611,26.6824,0.0,2020-01-05 04:00:00.028800,2020-01-05 04:59:59.971200
101,101,4.208333,4.25,511.389393,27.6632,0.0,2020-01-05 04:59:59.971200,2020-01-05 06:00:00.000000
102,102,4.25,4.291667,,99999.9999,0.682,2020-01-05 06:00:00.000000,2020-01-05 07:00:00.028800
103,103,4.291667,4.333333,,99999.9999,0.682,2020-01-05 07:00:00.028800,2020-01-05 07:59:59.971200
104,104,4.333333,4.375,494.385074,25.3423,0.0,2020-01-05 07:59:59.971200,2020-01-05 09:00:00.000000
105,105,4.375,4.416667,488.407448,26.9856,0.0,2020-01-05 09:00:00.000000,2020-01-05 10:00:00.028800
106,106,4.416667,4.458333,488.927743,29.2938,0.0,2020-01-05 10:00:00.028800,2020-01-05 10:59:59.971200
107,107,4.458333,4.5,487.442776,29.161,0.0,2020-01-05 10:59:59.971200,2020-01-05 12:00:00.000000
108,108,4.5,4.541667,488.275894,26.4114,0.0,2020-01-05 12:00:00.000000,2020-01-05 13:00:00.028800
109,109,4.541667,4.583333,487.496423,25.5022,0.0,2020-01-05 13:00:00.028800,2020-01-05 13:59:59.971200
110,110,4.583333,4.625,486.814349,25.6357,0.0,2020-01-05 13:59:59.971200,2020-01-05 15:00:00.000000
111,111,4.625,4.666667,488.664669,27.9544,0.0,2020-01-05 15:00:00.000000,2020-01-05 16:00:00.028800
112,112,4.666667,4.708333,,99999.9999,0.682,2020-01-05 16:00:00.028800,2020-01-05 16:59:59.971200
113,113,4.708333,4.75,477.520427,29.0876,0.0,2020-01-05 16:59:59.971200,2020-01-05 18:00:00.000000
114,114,4.75,4.791667,463.789009,27.7033,0.0,2020-01-05 18:00:00.000000,2020-01-05 19:00:00.028800
115,115,4.791667,4.833333,,99999.9999,0.682,2020-01-05 19:00:00.028800,2020-01-05 19:59:59.971200
116,116,4.833333,4.875,,99999.9999,0.682,2020-01-05 19:59:59.971200,2020-01-05 21:00:00.000000
117,117,4.875,4.916667,446.549727,29.4036,0.0,2020-01-05 21:00:00.000000,2020-01-05 22:00:00.028800
118,118,4.916667,4.958333,440.6443,24.0941,0.0,2020-01-05 22:00:00.028800,2020-01-05 22:59:59.971200
119,119,4.958333,5.0,443.393785,26.1111,0.0,2020-01-05 22:59:59.971200,2020-01-06 00:00:00.000000
120,120,5.0,5.041667,447.092415,26.6561,0.0,2020-01-06 00:00:00.000000,2020-01-06 01:00:00.028800
121,121,5.041667,5.083333,449.203654,27.3471,0.0,2020-01-06 01:00:00.028800,2020-01-06 01:59:59.971200
122,122,5.083333,5.125,448.302126,28.203,0.0,2020-01-06 01:59:59.971200,2020-01-06 03:00:00.000000
123,123,5.125,5.166667,446.393836,24.6773,0.0,2020-01-06 03:00:00.000000,2020-01-06 04:00:00.028800
124,124,5.166667,5.208333,440.712728,26.8521,0.0,2020-01-06 04:00:00.028800,2020-01-06 04:59:59.971200
125,125,5.208333,5.25,438.159416,26.4189,0.0,2020-01-06 04:59:59.971200,2020-01-06 06:00:00.000000
126,126,5.25,5.291667,432.374886,25.5949,0.0,2020-01-06 06:00:00.000000,2020-01-06 07:00:00.028800
127,127,5.291667,5.333333,429.350678,23.7247,0.0,2020-01-06 07:00:00.028800,2020-01-06 07:59:59.971200
128,128,5.333333,5.375,,99999.9999,0.682,2020-01-06 07:59:59.971200,2020-01-06 09:00:00.000000
129,129,5.375,5.416667,415.567658,26.6003,0.0,2020-01-06 09:00:00.000000,2020-01-06 10:00:00.028800
130,130,5.416667,5.458333,405.558052,25.1513,0.0,2020-01-06 10:00:00.028800,2020-01-06 10:59:59.971200
131,131,5.458333,5.5,,99999.9999,0.682,2020-01-06 10:59:59.971200,2020-01-06 12:00:00.000000
132,132,5.5,5.541667,,99999.9999,0.682,2020-01-06 12:00:00.000000,2020-01-06 13:00:00.028800
133,133,5.541667,5.583333,389.522699,27.2615,0.0,2020-01-06 13:00:00.028800,2020-01-06 13:59:59.971200
134,134,5.583333,5.625,387.217944,28.1606,0.0,2020-01-06 13:59:59.971200,2020-01-06 15:00:00.000000
135,135,5.625,5.666667,389.781962,26.851,0.0,2020-01-06 15:00:00.000000,2020-01-06 16:00:00.028800
136,136,5.666667,5.708333,393.918699,24.6839,0.0,2020-01-06 16:00:00.028800,2020-01-06 16:59:59.971200
137,137,5.708333,5.75,396.305104,26.9098,0.0,2020-01-06 16:59:59.971200,2020-01-06 18:00:00.000000
138,138,5.75,5.791667,398.172776,25.1799,0.0,2020-01-06 18:00:00.000000,2020-01-06 19:00:00.028800
139,139,5.791667,5.833333,400.676497,28.7033,0.0,2020-01-06 19:00:00.028800,2020-01-06 19:59:59.971200
140,140,5.833333,5.875,401.625859,25.5639,0.0,2020-01-06 19:59:59.971200,2020-01-06 21:00:00.000000
141,141,5.875,5.916667,,99999.9999,0.682,2020-01-06 21:00:00.000000,2020-01-06 22:00:00.028800
142,142,5.916667,5.958333,398.340714,25.6129,0.0,2020-01-06 22:00:00.028800,2020-01-06 22:59:59.971200
143,143,5.958333,6.0,395.111425,26.0251,0.0,2020-01-06 22:59:59.971200,2020-01-07 00:00:00.000000
144,144,6.0,6.041667,418.816908,28.7464,0.0,2020-01-07 00:00:00.000000,2020-01-07 01:00:00.028800
145,145,6.041667,6.083333,446.489486,28.3045,0.0,2020-01-07 01:00:00.028800,2020-01-07 01:59:59.971200
146,146,6.083333,6.125,474.627301,25.7609,0.0,2020-01-07 01:59:59.971200,2020-01-07 03:00:00.000000
147,147,6.125,6.166667,497.169748,24.5644,0.0,2020-01-07 03:00:00.000000,2020-01-07 04:00:00.028800
148,148,6.166667,6.208333,509.885633,25.6247,0.0,2020-01-07 04:00:00.028800,2020-01-07 04:59:59.971200
149,149,6.208333,6.25,507.539051,26.3881,0.0,2020-01-07 04:59:59.971200,2020-01-07 06:00:00.000000
150,150,6.25,6.291667,,99999.9999,0.682,2020-01-07 06:00:00.000000,2020-01-07 07:00:00.028800
151,151,6.291667,6.333333,,99999.9999,0.682,2020-01-07 07:00:00.028800,2020-01-07 07:59:59.971200
152,152,6.333333,6.375,474.188037,26.5255,0.0,2020-01-07 07:59:59.971200,2020-01-07 09:00:00.000000
153,153,6.375,6.416667,467.810091,26.0614,0.0,2020-01-07 09:00:00.000000,2020-01-07 10:00:00.028800
154,154,6.416667,6.458333,,99999.9999,0.682,2020-01-07 10:00:00.028800,2020-01-07 10:59:59.971200
155,155,6.458333,6.5,504.093111,26.3784,0.0,2020-01-07 10:59:59.971200,2020-01-07 12:00:00.000000
156,156,6.5,6.541667,511.535041,26.9958,0.0,2020-01-07 12:00:00.000000,2020-01-07 13:00:00.028800
157,157,6.541667,6.583333,518.200804,26.191,0.0,2020-01-07 13:00:00.028800,2020-01-07 13:59:59.971200
158,158,6.583333,6.625,507.195533,25.2398,0.0,2020-01-07 13:59:59.971200,2020-01-07 15:00:00.000000
159,159,6.625,6.666667,509.209241,25.9932,0.0,2020-01-07 15:00:00.000000,2020-01-07 16:00:00.028800
160,160,6.666667,6.708333,536.424231,29.0826,0.0,2020-01-07 16:00:00.028800,2020-01-07 16:59:59.971200
161,161,6.708333,6.75,576.724018,31.6994,0.0,2020-01-07 16:59:59.971200,2020-01-07 18:00:00.000000
162,162,6.75,6.791667,618.828657,31.7089,0.0,2020-01-07 18:00:00.000000,2020-01-07 19:00:00.028800
163,163,6.791667,6.833333,642.776381,28.7706,0.0,2020-01-07 19:00:00.028800,2020-01-07 19:59:59.971200
164,164,6.833333,6.875,658.188017,25.7038,0.0,2020-01-07 19:59:59.971200,2020-01-07 21:00:00.000000
165,165,6.875,6.916667,669.755771,28.297,0.0,2020-01-07 21:00:00.000000,2020-01-07 22:00:00.028800
166,166,6.916667,6.958333,,99999.9999,0.682,2020-01-07 22:00:00.028800,2020-01-07 22:59:59.971200
167,167,6.958333,7.0,,99999.9999,0.682,2020-01-07 22:59:59.971200,2020-01-08 00:00:00.000000
168,168,7.0,7.041667,661.340853,26.7803,0.0,2020-01-08 00:00:00.000000,2020-01-08 01:00:00.028800
169,169,7.041667,7.083333,660.838015,28.9332,0.0,2020-01-08 01:00:00.028800,2020-01-08 01:59:59.971200
170,170,7.083333,7.125,,99999.9999,0.682,2020-01-08 01:59:59.971200,2020-01-08 03:00:00.000000
171,171,7.125,7.166667,672.792072,28.1607,0.0,2020-01-08 03:00:00.000000,2020-01-08 04:00:00.028800
172,172,7.166667,7.208333,666.153601,26.5369,0.0,2020-01-08 04:00:00.028800,2020-01-08 04:59:59.971200
173,173,7.208333,7.25,680.573017,27.4804,0.0,2020-01-08 04:59:59.971200,2020-01-08 06:00:00.000000
174,174,7.25,7.291667,697.964353,27.6078,0.0,2020-01-08 06:00:00.000000,2020-01-08 07:00:00.028800
175,175,7.291667,7.333333,711.663391,27.0677,0.0,2020-01-08 07:00:00.028800,2020-01-08 07:59:59.971200
176,176,7.333333,7.375,718.799748,27.9654,0.0,2020-01-08 07:59:59.971200,2020-01-08 09:00:00.000000
177,177,7.375,7.416667,718.597745,25.5561,0.0,2020-01-08 09:00:00.000000,2020-01-08 10:00:00.028800
178,178,7.416667,7.458333,719.398489,24.9876,0.0,2020-01-08 10:00:00.028800,2020-01-08 10:59:59.971200
179,179,7.458333,7.5,,99999.9999,0.682,2020-01-08 10:59:59.971200,2020-01-08 12:00:00.000000
180,180,7.5,7.541667,,99999.9999,0.682,2020-01-08 12:00:00.000000,2020-01-08 13:00:00.028800
181,181,7.541667,7.583333,688.836048,25.0848,0.0,2020-01-08 13:00:00.028800,2020-01-08 13:59:59.971200
182,182,7.583333,7.625,681.829472,23.8542,0.0,2020-01-08 13:59:59.971200,2020-01-08 15:00:00.000000
183,183,7.625,7.666667,691.182289,27.7825,0.0,2020-01-08 15:00:00.000000,2020-01-08 16:00:00.028800
184,184,7.666667,7.708333,697.954645,24.5213,0.0,2020-01-08 16:00:00.028800,2020-01-08 16:59:59.971200
185,185,7.708333,7.75,701.434991,25.0318,0.0,2020-01-08 16:59:59.971200,2020-01-08 18:00:00.000000
186,186,7.75,7.791667,704.397116,24.93,0.0,2020-01-08 18:00:00.000000,2020-01-08 19:00:00.028800
187,187,7.791667,7.833333,702.412902,28.16,0.0,2020-01-08 19:00:00.028800,2020-01-08 19:59:59.971200
188,188,7.833333,7.875,698.914614,24.9298,0.0,2020-01-08 19:59:59.971200,2020-01-08 21:00:00.000000
189,189,7.875,7.916667,,99999.9999,0.682,2020-01-08 21:00:00.000000,2020-01-08 22:00:00.028800
190,190,7.916667,7.958333,680.200766,26.1787,0.0,2020-01-08 22:00:00.028800,2020-01-08 22:59:59.971200
191,191,7.958333,8.0,656.636399,27.1819,0.0,2020-01-08 22:59:59.971200,2020-01-09 00:00:00.000000
192,192,8.0,8.041667,,99999.9999,0.682,2020-01-09 00:00:00.000000,2020-01-09 01:00:00.028800
193,193,8.041667,8.083333,,99999.9999,0.682,2020-01-09 01:00:00.028800,2020-01-09 01:59:59.971200
194,194,8.083333,8.125,634.721895,25.8602,0.0,2020-01-09 01:59:59.971200,2020-01-09 03:00:00.000000
195,195,8.125,8.166667,631.677772,25.4758,0.0,2020-01-09 03:00:00.000000,2020-01-09 04:00:00.028800
196,196,8.166667,8.208333,637.797865,24.7107,0.0,2020-01-09 04:00:00.028800,2020-01-09 04:59:59.971200
197,197,8.208333,8.25,639.575812,31.3044,0.0,2020-01-09 04:59:59.971200,2020-01-09 06:00:00.000000
198,198,8.25,8.291667,642.045891,28.1953,0.0,2020-01-09 06:00:00.000000,2020-01-09 07:00:00.028800
199,199,8.291667,8.333333,637.813198,25.4744,0.0,2020-01-09 07:00:00.028800,2020-01-09 07:59:59.971200
200,200,8.333333,8.375,631.720643,24.9404,0.0,2020-01-09 07:59:59.971200,2020-01-09 09:00:00.000000
201,201,8.375,8.416667,628.37598,26.3838,0.0,2020-01-09 09:00:00.000000,2020-01-09 10:00:00.028800
202,202,8.416667,8.458333,622.634941,27.7867,0.0,2020-01-09 10:00:00.028800,2020-01-09 10:59:59.971200
203,203,8.458333,8.5,615.059406,28.4458,0.0,2020-01-09 10:59:59.971200,2020-01-09 12:00:00.000000
204,204,8.5,8.541667,610.376019,28.6215,0.0,2020-01-09 12:00:00.000000,2020-01-09 13:00:00.028800
205,205,8.541667,8.583333,,99999.9999,0.682,2020-01-09 13:00:00.028800,2020-01-09 13:59:59.971200
206,206,8.583333,8.625,579.17522,30.832,0.0,2020-01-09 13:59:59.971200,2020-01-09 15:00:00.000000
207,207,8.625,8.666667,549.472698,26.5356,0.0,2020-01-09 15:00:00.000000,2020-01-09 16:00:00.028800
208,208,8.666667,8.708333,,99999.9999,0.682,2020-01-09 16:00:00.028800,2020-01-09 16:59:59.971200
209,209,8.708333,8.75,,99999.9999,0.682,2020-01-09 16:59:59.971200,2020-01-09 18:00:00.000000
210,210,8.75,8.791667,497.355885,25.1164,0.0,2020-01-09 18:00:00.000000,2020-01-09 19:00:00.028800
211,211,8.791667,8.833333,485.853943,27.022,0.0,2020-01-09 19:00:00.028800,2020-01-09 19:59:59.971200
212,212,8.833333,8.875,478.729063,25.1204,0.0,2020-01-09 19:59:59.971200,2020-01-09 21:00:00.000000
213,213,8.875,8.916667,474.031118,26.2023,0.0,2020-01-09 21:00:00.000000,2020-01-09 22:00:00.028800
214,214,8.916667,8.958333,473.462394,25.3911,0.0,2020-01-09 22:00:00.028800,2020-01-09 22:59:59.971200
215,215,8.958333,9.0,468.555127,27.9051,0.0,2020-01-09 22:59:59.971200,2020-01-10 00:00:00.000000
216,216,9.0,9.041667,468.917278,31.1195,0.0,2020-01-10 00:00:00.000000,2020-01-10 01:00:00.028800
217,217,9.041667,9.083333,466.500883,26.2118,0.0,2020-01-10 01:00:00.028800,2020-01-10 01:59:59.971200
218,218,9.083333,9.125,,99999.9999,0.682,2020-01-10 01:59:59.971200,2020-01-10 03:00:00.000000
219,219,9.125,9.166667,460.906048,26.5021,0.0,2020-01-10 03:00:00.000000,2020-01-10 04:00:00.028800
220,220,9.166667,9.208333,449.640127,25.0764,0.0,2020-01-10 04:00:00.028800,2020-01-10 04:59:59.971200
221,221,9.208333,9.25,449.257357,23.8161,0.0,2020-01-10 04:59:59.971200,2020-01-10 06:00:00.000000
222,222,9.25,9.291667,457.567846,27.1042,0.0,2020-01-10 06:00:00.000000,2020-01-10 07:00:00.028800
223,223,9.291667,9.333333,465.828529,24.8554,0.0,2020-01-10 07:00:00.028800,2020-01-10 07:59:59.971200
224,224,9.333333,9.375,476.688976,29.7693,0.0,2020-01-10 07:59:59.971200,2020-01-10 09:00:00.000000
225,225,9.375,9.416667,486.472594,25.078,0.0,2020-01-10 09:00:00.000000,2020-01-10 10:00:00.028800
226,226,9.416667,9.458333,490.493597,25.855,0.0,2020-01-10 10:00:00.028800,2020-01-10 10:59:59.971200
227,227,9.458333,9.5,,99999.9999,0.682,2020-01-10 10:59:59.971200,2020-01-10 12:00:00.000000
228,228,9.5,9.541667,,99999.9999,0.682,2020-01-10 12:00:00.000000,2020-01-10 13:00:00.028800
229,229,9.541667,9.583333,459.236111,31.3,0.0,2020-01-10 13:00:00.028800,2020-01-10 13:59:59.971200
230,230,9.583333,9.625,450.156214,26.7863,0.0,2020-01-10 13:59:59.971200,2020-01-10 15:00:00.000000
231,231,9.625,9.666667,,99999.9999,0.682,2020-01-10 15:00:00.000000,2020-01-10 16:00:00.028800
232,232,9.666667,9.708333,431.353031,25.2006,0.0,2020-01-10 16:00:00.028800,2020-01-10 16:59:59.971200
233,233,9.708333,9.75,420.626681,27.0501,0.0,2020-01-10 16:59:59.971200,2020-01-10 18:00:00.000000
234,234,9.75,9.791667,416.698613,28.1439,0.0,2020-01-10 18:00:00.000000,2020-01-10 19:00:00.028800
235,235,9.791667,9.833333,416.801112,27.6895,0.0,2020-01-10 19:00:00.028800,2020-01-10 19:59:59.971200
236,236,9.833333,9.875,414.014252,24.4048,0.0,2020-01-10 19:59:59.971200,2020-01-10 21:00:00.000000
237,237,9.875,9.916667,413.805797,29.921,0.0,2020-01-10 21:00:00.000000,2020-01-10 22:00:00.028800
