,index,start,end,meas,std,flag,start_date,end_date
0,0,0.0,0.041667,122.394,0.779,0.0,2020-01-01 00:00:00.000000,2020-01-01 01:00:00.028800
1,1,0.041667,0.083333,122.088,0.921,0.0,2020-01-01 01:00:00.028800,2020-01-01 01:59:59.971200
2,2,0.083333,0.125,121.454,0.778,0.0,2020-01-01 01:59:59.971200,2020-01-01 03:00:00.000000
3,3,0.125,0.166667,121.519,0.793,0.0,2020-01-01 03:00:00.000000,2020-01-01 04:00:00.028800
4,4,0.166667,0.208333,121.222,0.801,0.0,2020-01-01 04:00:00.028800,2020-01-01 04:59:59.971200
5,5,0.208333,0.25,121.273,0.838,0.0,2020-01-01 04:59:59.971200,2020-01-01 06:00:00.000000
6,6,0.25,0.291667,120.903,0.896,0.0,2020-01-01 06:00:00.000000,2020-01-01 07:00:00.028800
7,7,0.291667,0.333333,121.183,1.015,0.0,2020-01-01 07:00:00.028800,2020-01-01 07:59:59.971200
8,8,0.333333,0.375,121.253,0.972,0.0,2020-01-01 07:59:59.971200,2020-01-01 09:00:00.000000
9,9,0.375,0.416667,121.463,0.783,0.0,2020-01-01 09:00:00.000000,2020-01-01 10:00:00.028800
10,10,0.416667,0.458333,121.662,1.052,0.0,2020-01-01 10:00:00.028800,2020-01-01 10:59:59.971200
11,11,0.458333,0.5,121.607,0.907,0.0,2020-01-01 10:59:59.971200,2020-01-01 12:00:00.000000
12,12,0.5,0.541667,121.665,0.808,0.0,2020-01-01 12:00:00.000000,2020-01-01 13:00:00.028800
13,13,0.541667,0.583333,121.388,0.881,0.0,2020-01-01 13:00:00.028800,2020-01-01 13:59:59.971200
14,14,0.583333,0.625,121.656,0.793,0.0,2020-01-01 13:59:59.971200,2020-01-01 15:00:00.000000
15,15,0.625,0.666667,121.751,0.878,0.0,2020-01-01 15:00:00.000000,2020-01-01 16:00:00.028800
16,16,0.666667,0.708333,121.549,0.751,0.0,2020-01-01 16:00:00.028800,2020-01-01 16:59:59.971200
17,17,0.708333,0.75,121.426,0.814,0.0,2020-01-01 16:59:59.971200,2020-01-01 18:00:00.000000
18,18,0.75,0.791667,121.707,0.784,0.0,2020-01-01 18:00:00.000000,2020-01-01 19:00:00.028800
19,19,0.791667,0.833333,121.63,0.817,0.0,2020-01-01 19:00:00.028800,2020-01-01 19:59:59.971200
20,20,0.833333,0.875,121.538,0.779,0.0,2020-01-01 19:59:59.971200,2020-01-01 21:00:00.000000
21,21,0.875,0.916667,121.427,0.87,0.0,2020-01-01 21:00:00.000000,2020-01-01 22:00:00.028800
22,22,0.916667,0.958333,121.369,0.745,0.0,2020-01-01 22:00:00.028800,2020-01-01 22:59:59.971200
23,23,0.958333,1.0,121.334,0.856,0.0,2020-01-01 22:59:59.971200,2020-01-02 00:00:00.000000
24,24,1.0,1.041667,121.203,0.822,0.0,2020-01-02 00:00:00.000000,2020-01-02 01:00:00.028800
25,25,1.041667,1.083333,121.479,1.047,0.0,2020-01-02 01:00:00.028800,2020-01-02 01:59:59.971200
26,26,1.083333,1.125,121.326,0.71,0.0,2020-01-02 01:59:59.971200,2020-01-02 03:00:00.000000
27,27,1.125,1.166667,121.132,0.857,0.0,2020-01-02 03:00:00.000000,2020-01-02 04:00:00.028800
28,28,1.166667,1.208333,121.095,0.772,0.0,2020-01-02 04:00:00.028800,2020-01-02 04:59:59.971200
29,29,1.208333,1.25,120.945,0.799,0.0,2020-01-02 04:59:59.971200,2020-01-02 06:00:00.000000
30,30,1.25,1.291667,120.852,0.797,0.0,2020-01-02 06:00:00.000000,2020-01-02 07:00:00.028800
31,31,1.291667,1.333333,120.519,0.741,0.0,2020-01-02 07:00:00.028800,2020-01-02 07:59:59.971200
32,32,1.333333,1.375,120.512,0.958,0.0,2020-01-02 07:59:59.971200,2020-01-02 09:00:00.000000
33,33,1.375,1.416667,120.346,0.97,0.0,2020-01-02 09:00:00.000000,2020-01-02 10:00:00.028800
34,34,1.416667,1.458333,120.685,0.863,0.0,2020-01-02 10:00:00.028800,2020-01-02 10:59:59.971200
35,35,1.458333,1.5,121.029,0.933,0.0,2020-01-02 10:59:59.971200,2020-01-02 12:00:00.000000
36,36,1.5,1.541667,121.061,0.823,0.0,2020-01-02 12:00:00.000000,2020-01-02 13:00:00.028800
37,37,1.541667,1.583333,121.537,0.886,0.0,2020-01-02 13:00:00.028800,2020-01-02 13:59:59.971200
38,38,1.583333,1.625,123.939,1.471,0.0,2020-01-02 13:59:59.971200,2020-01-02 15:00:00.000000
39,39,1.625,1.666667,126.215,0.911,0.0,2020-01-02 15:00:00.000000,2020-01-02 16:00:00.028800
40,40,1.666667,1.708333,127.044,1.133,0.0,2020-01-02 16:00:00.028800,2020-01-02 16:59:59.971200
41,41,1.708333,1.75,127.506,0.915,0.0,2020-01-02 16:59:59.971200,2020-01-02 18:00:00.000000
42,42,1.75,1.791667,127.203,0.987,0.0,2020-01-02 18:00:00.000000,2020-01-02 19:00:00.028800
43,43,1.791667,1.833333,128.604,0.928,0.0,2020-01-02 19:00:00.028800,2020-01-02 19:59:59.971200
44,44,1.833333,1.875,129.943,0.894,0.0,2020-01-02 19:59:59.971200,2020-01-02 21:00:00.000000
45,45,1.875,1.916667,130.54,0.85,0.0,2020-01-02 21:00:00.000000,2020-01-02 22:00:00.028800
46,46,1.916667,1.958333,132.878,1.124,0.0,2020-01-02 22:00:00.028800,2020-01-02 22:59:59.971200
47,47,1.958333,2.0,135.378,1.348,0.0,2020-01-02 22:59:59.971200,2020-01-03 00:00:00.000000
48,48,2.0,2.041667,135.326,1.47,0.0,2020-01-03 00:00:00.000000,2020-01-03 01:00:00.028800
49,49,2.041667,2.083333,136.01,0.945,0.0,2020-01-03 01:00:00.028800,2020-01-03 01:59:59.971200
50,50,2.083333,2.125,134.326,0.904,0.0,2020-01-03 01:59:59.971200,2020-01-03 03:00:00.000000
51,51,2.125,2.166667,134.693,0.925,0.0,2020-01-03 03:00:00.000000,2020-01-03 04:00:00.028800
52,52,2.166667,2.208333,136.127,1.497,0.0,2020-01-03 04:00:00.028800,2020-01-03 04:59:59.971200
53,53,2.208333,2.25,138.516,1.039,0.0,2020-01-03 04:59:59.971200,2020-01-03 06:00:00.000000
54,54,2.25,2.291667,139.235,0.832,0.0,2020-01-03 06:00:00.000000,2020-01-03 07:00:00.028800
55,55,2.291667,2.333333,139.792,1.281,0.0,2020-01-03 07:00:00.028800,2020-01-03 07:59:59.971200
56,56,2.333333,2.375,140.051,1.079,0.0,2020-01-03 07:59:59.971200,2020-01-03 09:00:00.000000
57,57,2.375,2.416667,142.148,1.979,0.0,2020-01-03 09:00:00.000000,2020-01-03 10:00:00.028800
58,58,2.416667,2.458333,145.018,0.802,0.0,2020-01-03 10:00:00.028800,2020-01-03 10:59:59.971200
59,59,2.458333,2.5,143.857,0.733,0.0,2020-01-03 10:59:59.971200,2020-01-03 12:00:00.000000
60,60,2.5,2.541667,143.691,0.826,0.0,2020-01-03 12:00:00.000000,2020-01-03 13:00:00.028800
61,61,2.541667,2.583333,144.02,0.823,0.0,2020-01-03 13:00:00.028800,2020-01-03 13:59:59.971200
62,62,2.583333,2.625,143.33,0.923,0.0,2020-01-03 13:59:59.971200,2020-01-03 15:00:00.000000
63,63,2.625,2.666667,145.052,1.469,0.0,2020-01-03 15:00:00.000000,2020-01-03 16:00:00.028800
64,64,2.666667,2.708333,148.903,1.576,0.0,2020-01-03 16:00:00.028800,2020-01-03 16:59:59.971200
65,65,2.708333,2.75,150.941,0.73,0.0,2020-01-03 16:59:59.971200,2020-01-03 18:00:00.000000
66,66,2.75,2.791667,151.477,1.098,0.0,2020-01-03 18:00:00.000000,2020-01-03 19:00:00.028800
67,67,2.791667,2.833333,153.293,1.762,0.0,2020-01-03 19:00:00.028800,2020-01-03 19:59:59.971200
68,68,2.833333,2.875,154.777,0.871,0.0,2020-01-03 19:59:59.971200,2020-01-03 21:00:00.000000
69,69,2.875,2.916667,154.332,0.79,0.0,2020-01-03 21:00:00.000000,2020-01-03 22:00:00.028800
70,70,2.916667,2.958333,152.865,1.039,0.0,2020-01-03 22:00:00.028800,2020-01-03 22:59:59.971200
71,71,2.958333,3.0,150.516,1.261,0.0,2020-01-03 22:59:59.971200,2020-01-04 00:00:00.000000
72,72,3.0,3.041667,149.251,0.813,0.0,2020-01-04 00:00:00.000000,2020-01-04 01:00:00.028800
73,73,3.041667,3.083333,149.254,0.789,0.0,2020-01-04 01:00:00.028800,2020-01-04 01:59:59.971200
74,74,3.083333,3.125,147.725,1.07,0.0,2020-01-04 01:59:59.971200,2020-01-04 03:00:00.000000
75,75,3.125,3.166667,147.897,0.966,0.0,2020-01-04 03:00:00.000000,2020-01-04 04:00:00.028800
76,76,3.166667,3.208333,149.156,0.841,0.0,2020-01-04 04:00:00.028800,2020-01-04 04:59:59.971200
77,77,3.208333,3.25,148.948,1.347,0.0,2020-01-04 04:59:59.971200,2020-01-04 06:00:00.000000
78,78,3.25,3.291667,148.83,1.372,0.0,2020-01-04 06:00:00.000000,2020-01-04 07:00:00.028800
79,79,3.291667,3.333333,150.779,1.018,0.0,2020-01-04 07:00:00.028800,2020-01-04 07:59:59.971200
80,80,3.333333,3.375,152.536,0.973,0.0,2020-01-04 07:59:59.971200,2020-01-04 09:00:00.000000
81,81,3.375,3.416667,153.408,0.814,0.0,2020-01-04 09:00:00.000000,2020-01-04 10:00:00.028800
82,82,3.416667,3.458333,153.284,1.208,0.0,2020-01-04 10:00:00.028800,2020-01-04 10:59:59.971200
83,83,3.458333,3.5,155.784,1.382,0.0,2020-01-04 10:59:59.971200,2020-01-04 12:00:00.000000
84,84,3.5,3.541667,153.729,0.994,0.0,2020-01-04 12:00:00.000000,2020-01-04 13:00:00.028800
85,85,3.541667,3.583333,152.035,1.242,0.0,2020-01-04 13:00:00.028800,2020-01-04 13:59:59.971200
86,86,3.583333,3.625,151.493,0.849,0.0,2020-01-04 13:59:59.971200,2020-01-04 15:00:00.000000
87,87,3.625,3.666667,151.119,1.227,0.0,2020-01-04 15:00:00.000000,2020-01-04 16:00:00.028800
88,88,3.666667,3.708333,150.503,1.165,0.0,2020-01-04 16:00:00.028800,2020-01-04 16:59:59.971200
89,89,3.708333,3.75,150.666,1.103,0.0,2020-01-04 16:59:59.971200,2020-01-04 18:00:00.000000
90,90,3.75,3.791667,144.426,3.339,0.0,2020-01-04 18:00:00.000000,2020-01-04 19:00:00.028800
91,91,3.791667,3.833333,138.711,0.86,0.0,2020-01-04 19:00:00.028800,2020-01-04 19:59:59.971200
92,92,3.833333,3.875,137.763,1.133,0.0,2020-01-04 19:59:59.971200,2020-01-04 21:00:00.000000
93,93,3.875,3.916667,136.867,1.466,0.0,2020-01-04 21:00:00.000000,2020-01-04 22:00:00.028800
94,94,3.916667,3.958333,135.799,1.45,0.0,2020-01-04 22:00:00.028800,2020-01-04 22:59:59.971200
95,95,3.958333,4.0,135.731,1.248,0.0,2020-01-04 22:59:59.971200,2020-01-05 00:00:00.000000
96,96,4.0,4.041667,135.994,1.26,0.0,2020-01-05 00:00:00.000000,2020-01-05 01:00:00.028800
97,97,4.041667,4.083333,135.285,0.969,0.0,2020-01-05 01:00:00.028800,2020-01-05 01:59:59.971200
98,98,4.083333,4.125,135.184,1.123,0.0,2020-01-05 01:59:59.971200,2020-01-05 03:00:00.000000
99,99,4.125,4.166667,133.889,1.255,0.0,2020-01-05 03:00:00.000000,2020-01-05 04:00:00.028800
100,100,4.166667,4.208333,131.896,1.028,0.0,2020-01-05 04:00:00.028800,2020-01-05 04:59:59.971200
101,101,4.208333,4.25,132.161,0.893,0.0,2020-01-05 04:59:59.971200,2020-01-05 06:00:00.000000
102,102,4.25,4.291667,132.162,0.678,0.0,2020-01-05 06:00:00.000000,2020-01-05 07:00:00.028800
103,103,4.291667,4.333333,132.355,0.962,0.0,2020-01-05 07:00:00.028800,2020-01-05 07:59:59.971200
104,104,4.333333,4.375,131.254,1.411,0.0,2020-01-05 07:59:59.971200,2020-01-05 09:00:00.000000
105,105,4.375,4.416667,130.36,1.412,0.0,2020-01-05 09:00:00.000000,2020-01-05 10:00:00.028800
106,106,4.416667,4.458333,127.925,0.936,0.0,2020-01-05 10:00:00.028800,2020-01-05 10:59:59.971200
107,107,4.458333,4.5,127.834,0.99,0.0,2020-01-05 10:59:59.971200,2020-01-05 12:00:00.000000
108,108,4.5,4.541667,130.013,1.562,0.0,2020-01-05 12:00:00.000000,2020-01-05 13:00:00.028800
109,109,4.541667,4.583333,126.565,0.958,0.0,2020-01-05 13:00:00.028800,2020-01-05 13:59:59.971200
110,110,4.583333,4.625,125.644,0.938,0.0,2020-01-05 13:59:59.971200,2020-01-05 15:00:00.000000
111,111,4.625,4.666667,124.477,0.999,0.0,2020-01-05 15:00:00.000000,2020-01-05 16:00:00.028800
112,112,4.666667,4.708333,124.134,0.915,0.0,2020-01-05 16:00:00.028800,2020-01-05 16:59:59.971200
113,113,4.708333,4.75,124.549,0.9,0.0,2020-01-05 16:59:59.971200,2020-01-05 18:00:00.000000
114,114,4.75,4.791667,124.61,0.887,0.0,2020-01-05 18:00:00.000000,2020-01-05 19:00:00.028800
115,115,4.791667,4.833333,124.857,0.904,0.0,2020-01-05 19:00:00.028800,2020-01-05 19:59:59.971200
116,116,4.833333,4.875,124.638,0.865,0.0,2020-01-05 19:59:59.971200,2020-01-05 21:00:00.000000
117,117,4.875,4.916667,125.015,0.797,0.0,2020-01-05 21:00:00.000000,2020-01-05 22:00:00.028800
118,118,4.916667,4.958333,125.109,1.052,0.0,2020-01-05 22:00:00.028800,2020-01-05 22:59:59.971200
119,119,4.958333,5.0,125.224,0.93,0.0,2020-01-05 22:59:59.971200,2020-01-06 00:00:00.000000
120,120,5.0,5.041667,126.872,0.916,0.0,2020-01-06 00:00:00.000000,2020-01-06 01:00:00.028800
121,121,5.041667,5.083333,127.766,1.353,0.0,2020-01-06 01:00:00.028800,2020-01-06 01:59:59.971200
122,122,5.083333,5.125,128.155,0.842,0.0,2020-01-06 01:59:59.971200,2020-01-06 03:00:00.000000
123,123,5.125,5.166667,127.91,0.842,0.0,2020-01-06 03:00:00.000000,2020-01-06 04:00:00.028800
124,124,5.166667,5.208333,128.399,0.98,0.0,2020-01-06 04:00:00.028800,2020-01-06 04:59:59.971200
125,125,5.208333,5.25,127.693,0.973,0.0,2020-01-06 04:59:59.971200,2020-01-06 06:00:00.000000
126,126,5.25,5.291667,127.379,0.771,0.0,2020-01-06 06:00:00.000000,2020-01-06 07:00:00.028800
127,127,5.291667,5.333333,127.313,0.743,0.0,2020-01-06 07:00:00.028800,2020-01-06 07:59:59.971200
128,128,5.333333,5.375,126.759,0.774,0.0,2020-01-06 07:59:59.971200,2020-01-06 09:00:00.000000
129,129,5.375,5.416667,127.26,1.074,0.0,2020-01-06 09:00:00.000000,2020-01-06 10:00:00.028800
130,130,5.416667,5.458333,127.46,0.883,0.0,2020-01-06 10:00:00.028800,2020-01-06 10:59:59.971200
131,131,5.458333,5.5,127.738,0.855,0.0,2020-01-06 10:59:59.971200,2020-01-06 12:00:00.000000
132,132,5.5,5.541667,127.574,0.928,0.0,2020-01-06 12:00:00.000000,2020-01-06 13:00:00.028800
133,133,5.541667,5.583333,127.265,0.674,0.0,2020-01-06 13:00:00.028800,2020-01-06 13:59:59.971200
134,134,5.583333,5.625,127.642,0.71,0.0,2020-01-06 13:59:59.971200,2020-01-06 15:00:00.000000
135,135,5.625,5.666667,127.428,0.879,0.0,2020-01-06 15:00:00.000000,2020-01-06 16:00:00.028800
136,136,5.666667,5.708333,127.058,0.968,0.0,2020-01-06 16:00:00.028800,2020-01-06 16:59:59.971200
137,137,5.708333,5.75,126.934,0.965,0.0,2020-01-06 16:59:59.971200,2020-01-06 18:00:00.000000
138,138,5.75,5.791667,125.472,0.965,0.0,2020-01-06 18:00:00.000000,2020-01-06 19:00:00.028800
139,139,5.791667,5.833333,125.722,0.907,0.0,2020-01-06 19:00:00.028800,2020-01-06 19:59:59.971200
140,140,5.833333,5.875,124.874,1.024,0.0,2020-01-06 19:59:59.971200,2020-01-06 21:00:00.000000
141,141,5.875,5.916667,124.49,1.039,0.0,2020-01-06 21:00:00.000000,2020-01-06 22:00:00.028800
142,142,5.916667,5.958333,124.476,0.798,0.0,2020-01-06 22:00:00.028800,2020-01-06 22:59:59.971200
143,143,5.958333,6.0,124.353,0.851,0.0,2020-01-06 22:59:59.971200,2020-01-07 00:00:00.000000
144,144,6.0,6.041667,124.809,0.816,0.0,2020-01-07 00:00:00.000000,2020-01-07 01:00:00.028800
145,145,6.041667,6.083333,125.109,0.86,0.0,2020-01-07 01:00:00.028800,2020-01-07 01:59:59.971200
146,146,6.083333,6.125,125.015,0.74,0.0,2020-01-07 01:59:59.971200,2020-01-07 03:00:00.000000
147,147,6.125,6.166667,125.031,1.074,0.0,2020-01-07 03:00:00.000000,2020-01-07 04:00:00.028800
148,148,6.166667,6.208333,125.299,0.878,0.0,2020-01-07 04:00:00.028800,2020-01-07 04:59:59.971200
149,149,6.208333,6.25,126.369,1.501,0.0,2020-01-07 04:59:59.971200,2020-01-07 06:00:00.000000
150,150,6.25,6.291667,128.525,0.85,0.0,2020-01-07 06:00:00.000000,2020-01-07 07:00:00.028800
151,151,6.291667,6.333333,128.189,0.913,0.0,2020-01-07 07:00:00.028800,2020-01-07 07:59:59.971200
152,152,6.333333,6.375,128.879,0.929,0.0,2020-01-07 07:59:59.971200,2020-01-07 09:00:00.000000
153,153,6.375,6.416667,129.099,0.969,0.0,2020-01-07 09:00:00.000000,2020-01-07 10:00:00.028800
154,154,6.416667,6.458333,128.71,0.995,0.0,2020-01-07 10:00:00.028800,2020-01-07 10:59:59.971200
155,155,6.458333,6.5,130.091,1.1,0.0,2020-01-07 10:59:59.971200,2020-01-07 12:00:00.000000
156,156,6.5,6.541667,131.821,0.993,0.0,2020-01-07 12:00:00.000000,2020-01-07 13:00:00.028800
157,157,6.541667,6.583333,132.913,0.922,0.0,2020-01-07 13:00:00.028800,2020-01-07 13:59:59.971200
158,158,6.583333,6.625,133.77,0.862,0.0,2020-01-07 13:59:59.971200,2020-01-07 15:00:00.000000
159,159,6.625,6.666667,133.683,0.799,0.0,2020-01-07 15:00:00.000000,2020-01-07 16:00:00.028800
160,160,6.666667,6.708333,132.807,0.914,0.0,2020-01-07 16:00:00.028800,2020-01-07 16:59:59.971200
161,161,6.708333,6.75,130.599,1.055,0.0,2020-01-07 16:59:59.971200,2020-01-07 18:00:00.000000
162,162,6.75,6.791667,130.306,0.899,0.0,2020-01-07 18:00:00.000000,2020-01-07 19:00:00.028800
163,163,6.791667,6.833333,130.725,0.757,0.0,2020-01-07 19:00:00.028800,2020-01-07 19:59:59.971200
164,164,6.833333,6.875,130.906,0.996,0.0,2020-01-07 19:59:59.971200,2020-01-07 21:00:00.000000
165,165,6.875,6.916667,130.931,1.075,0.0,2020-01-07 21:00:00.000000,2020-01-07 22:00:00.028800
166,166,6.916667,6.958333,130.411,0.931,0.0,2020-01-07 22:00:00.028800,2020-01-07 22:59:59.971200
167,167,6.958333,7.0,129.737,0.998,0.0,2020-01-07 22:59:59.971200,2020-01-08 00:00:00.000000
168,168,7.0,7.041667,129.304,1.078,0.0,2020-01-08 00:00:00.000000,2020-01-08 01:00:00.028800
169,169,7.041667,7.083333,128.864,0.915,0.0,2020-01-08 01:00:00.028800,2020-01-08 01:59:59.971200
170,170,7.083333,7.125,127.799,1.02,0.0,2020-01-08 01:59:59.971200,2020-01-08 03:00:00.000000
171,171,7.125,7.166667,126.011,1.066,0.0,2020-01-08 03:00:00.000000,2020-01-08 04:00:00.028800
172,172,7.166667,7.208333,127.119,0.793,0.0,2020-01-08 04:00:00.028800,2020-01-08 04:59:59.971200
173,173,7.208333,7.25,127.86,0.902,0.0,2020-01-08 04:59:59.971200,2020-01-08 06:00:00.000000
174,174,7.25,7.291667,127.465,0.872,0.0,2020-01-08 06:00:00.000000,2020-01-08 07:00:00.028800
175,175,7.291667,7.333333,128.192,0.81,0.0,2020-01-08 07:00:00.028800,2020-01-08 07:59:59.971200
176,176,7.333333,7.375,127.997,0.749,0.0,2020-01-08 07:59:59.971200,2020-01-08 09:00:00.000000
177,177,7.375,7.416667,127.693,0.656,0.0,2020-01-08 09:00:00.000000,2020-01-08 10:00:00.028800
178,178,7.416667,7.458333,127.765,0.961,0.0,2020-01-08 10:00:00.028800,2020-01-08 10:59:59.971200
179,179,7.458333,7.5,127.817,0.921,0.0,2020-01-08 10:59:59.971200,2020-01-08 12:00:00.000000
180,180,7.5,7.541667,127.964,0.748,0.0,2020-01-08 12:00:00.000000,2020-01-08 13:00:00.028800
181,181,7.541667,7.583333,127.931,0.786,0.0,2020-01-08 13:00:00.028800,2020-01-08 13:59:59.971200
182,182,7.583333,7.625,127.773,0.918,0.0,2020-01-08 13:59:59.971200,2020-01-08 15:00:00.000000
183,183,7.625,7.666667,128.084,0.804,0.0,2020-01-08 15:00:00.000000,2020-01-08 16:00:00.028800
184,184,7.666667,7.708333,128.647,0.927,0.0,2020-01-08 16:00:00.028800,2020-01-08 16:59:59.971200
185,185,7.708333,7.75,128.757,0.813,0.0,2020-01-08 16:59:59.971200,2020-01-08 18:00:00.000000
186,186,7.75,7.791667,130.658,0.782,0.0,2020-01-08 18:00:00.000000,2020-01-08 19:00:00.028800
187,187,7.791667,7.833333,131.218,0.809,0.0,2020-01-08 19:00:00.028800,2020-01-08 19:59:59.971200
188,188,7.833333,7.875,132.318,0.837,0.0,2020-01-08 19:59:59.971200,2020-01-08 21:00:00.000000
189,189,7.875,7.916667,133.675,1.014,0.0,2020-01-08 21:00:00.000000,2020-01-08 22:00:00.028800
190,190,7.916667,7.958333,134.469,0.986,0.0,2020-01-08 22:00:00.028800,2020-01-08 22:59:59.971200
191,191,7.958333,8.0,135.225,0.807,0.0,2020-01-08 22:59:59.971200,2020-01-09 00:00:00.000000
192,192,8.0,8.041667,136.203,1.09,0.0,2020-01-09 00:00:00.000000,2020-01-09 01:00:00.028800
193,193,8.041667,8.083333,137.539,0.973,0.0,2020-01-09 01:00:00.028800,2020-01-09 01:59:59.971200
194,194,8.083333,8.125,139.011,0.748,0.0,2020-01-09 01:59:59.971200,2020-01-09 03:00:00.000000
195,195,8.125,8.166667,139.351,1.051,0.0,2020-01-09 03:00:00.000000,2020-01-09 04:00:00.028800
196,196,8.166667,8.208333,140.657,0.795,0.0,2020-01-09 04:00:00.028800,2020-01-09 04:59:59.971200
197,197,8.208333,8.25,141.047,1.073,0.0,2020-01-09 04:59:59.971200,2020-01-09 06:00:00.000000
198,198,8.25,8.291667,139.706,1.002,0.0,2020-01-09 06:00:00.000000,2020-01-09 07:00:00.028800
199,199,8.291667,8.333333,139.628,0.873,0.0,2020-01-09 07:00:00.028800,2020-01-09 07:59:59.971200
200,200,8.333333,8.375,139.898,0.91,0.0,2020-01-09 07:59:59.971200,2020-01-09 09:00:00.000000
201,201,8.375,8.416667,137.327,1.301,0.0,2020-01-09 09:00:00.000000,2020-01-09 10:00:00.028800
202,202,8.416667,8.458333,133.456,1.647,0.0,2020-01-09 10:00:00.028800,2020-01-09 10:59:59.971200
203,203,8.458333,8.5,130.914,0.925,0.0,2020-01-09 10:59:59.971200,2020-01-09 12:00:00.000000
204,204,8.5,8.541667,132.006,1.183,0.0,2020-01-09 12:00:00.000000,2020-01-09 13:00:00.028800
205,205,8.541667,8.583333,131.631,1.272,0.0,2020-01-09 13:00:00.028800,2020-01-09 13:59:59.971200
206,206,8.583333,8.625,130.407,0.81,0.0,2020-01-09 13:59:59.971200,2020-01-09 15:00:00.000000
207,207,8.625,8.666667,130.475,0.821,0.0,2020-01-09 15:00:00.000000,2020-01-09 16:00:00.028800
208,208,8.666667,8.708333,131.571,1.043,0.0,2020-01-09 16:00:00.028800,2020-01-09 16:59:59.971200
209,209,8.708333,8.75,132.733,0.833,0.0,2020-01-09 16:59:59.971200,2020-01-09 18:00:00.000000
210,210,8.75,8.791667,132.641,0.919,0.0,2020-01-09 18:00:00.000000,2020-01-09 19:00:00.028800
211,211,8.791667,8.833333,132.465,0.804,0.0,2020-01-09 19:00:00.028800,2020-01-09 19:59:59.971200
212,212,8.833333,8.875,132.024,0.819,0.0,2020-01-09 19:59:59.971200,2020-01-09 21:00:00.000000
213,213,8.875,8.916667,131.53,0.819,0.0,2020-01-09 21:00:00.000000,2020-01-09 22:00:00.028800
214,214,8.916667,8.958333,130.582,0.98,0.0,2020-01-09 22:00:00.028800,2020-01-09 22:59:59.971200
215,215,8.958333,9.0,130.308,0.88,0.0,2020-01-09 22:59:59.971200,2020-01-10 00:00:00.000000
216,216,9.0,9.041667,131.436,0.816,0.0,2020-01-10 00:00:00.000000,2020-01-10 01:00:00.028800
217,217,9.041667,9.083333,131.965,0.855,0.0,2020-01-10 01:00:00.028800,2020-01-10 01:59:59.971200
218,218,9.083333,9.125,132.436,0.858,0.0,2020-01-10 01:59:59.971200,2020-01-10 03:00:00.000000
219,219,9.125,9.166667,132.429,0.882,0.0,2020-01-10 03:00:00.000000,2020-01-10 04:00:00.028800
220,220,9.166667,9.208333,131.999,0.821,0.0,2020-01-10 04:00:00.028800,2020-01-10 04:59:59.971200
221,221,9.208333,9.25,131.104,1.007,0.0,2020-01-10 04:59:59.971200,2020-01-10 06:00:00.000000
222,222,9.25,9.291667,130.031,1.082,0.0,2020-01-10 06:00:00.000000,2020-01-10 07:00:00.028800
223,223,9.291667,9.333333,128.714,0.984,0.0,2020-01-10 07:00:00.028800,2020-01-10 07:59:59.971200
224,224,9.333333,9.375,128.203,0.958,0.0,2020-01-10 07:59:59.971200,2020-01-10 09:00:00.000000
225,225,9.375,9.416667,128.407,0.882,0.0,2020-01-10 09:00:00.000000,2020-01-10 10:00:00.028800
226,226,9.416667,9.458333,128.367,0.913,0.0,2020-01-10 10:00:00.028800,2020-01-10 10:59:59.971200
227,227,9.458333,9.5,128.265,0.837,0.0,2020-01-10 10:59:59.971200,2020-01-10 12:00:00.000000
228,228,9.5,9.541667,128.003,0.903,0.0,2020-01-10 12:00:00.000000,2020-01-10 13:00:00.028800
229,229,9.541667,9.583333,128.693,1.033,0.0,2020-01-10 13:00:00.028800,2020-01-10 13:59:59.971200
230,230,9.583333,9.625,129.446,0.843,0.0,2020-01-10 13:59:59.971200,2020-01-10 15:00:00.000000
231,231,9.625,9.666667,130.051,0.774,0.0,2020-01-10 15:00:00.000000,2020-01-10 16:00:00.028800
232,232,9.666667,9.708333,130.63,0.882,0.0,2020-01-10 16:00:00.028800,2020-01-10 16:59:59.971200
233,233,9.708333,9.75,131.08,0.751,0.0,2020-01-10 16:59:59.971200,2020-01-10 18:00:00.000000
234,234,9.75,9.791667,131.251,0.896,0.0,2020-01-10 18:00:00.000000,2020-01-10 19:00:00.028800
235,235,9.791667,9.833333,131.453,0.83,0.0,2020-01-10 19:00:00.028800,2020-01-10 19:59:59.971200
236,236,9.833333,9.875,131.768,0.836,0.0,2020-01-10 19:59:59.971200,2020-01-10 21:00:00.000000
237,237,9.875,9.916667,131.916,0.805,0.0,2020-01-10 21:00:00.000000,2020-01-10 22:00:00.028800
238,238,9.916667,9.958333,132.756,0.558,0.0,2020-01-10 22:00:00.028800,2020-01-10 22:59:59.971200
239,239,9.958333,10.0,133.366,0.887,0.0,2020-01-10 22:59:59.971200,2020-01-11 00:00:00.000000
240,240,10.0,10.041667,133.54,0.95,0.0,2020-01-11 00:00:00.000000,2020-01-11 01:00:00.028800
241,241,10.041667,10.083333,133.549,0.919,0.0,2020-01-11 01:00:00.028800,2020-01-11 01:59:59.971200
242,242,10.083333,10.125,133.158,1.232,0.0,2020-01-11 01:59:59.971200,2020-01-11 03:00:00.000000
